,listing_url,host_id,description,host_name,DISTRICTE,latitude,longitude,minimum_nights,last_review,calculated_host_listings_count,availability_365,NUMERO_REGISTRE_GENERALITAT,Tipo,TipoDescripcion,CODI_DISTRICTE,CODI_BARRI
5703,https://www.airbnb.com/rooms/48318385,137876333,"Encantador apartamento, muy iluminado y con vistas a la ciudad. Ubicado en el centro de Barcelona, puedes ir caminando a La Sagrada familia en 5 minutos, conexiones con transporte público a 5 minutos andando. <br /><br />Al encontrarse en el centro de Barcelona es ideal para visitar caminando los sitios turísticos y la playa.<br /><br />Tendrás bares, restaurantes y supermercados pie del apartamento.<br /><br />Disfruta, relájate y descubre Barcelona desde el mejor lugar.<br /><br /><b>The space</b><br />Tendrán acceso a Wifi. <br /><br />Dispondrán de toallas y productos de higiene. (Shampoo y gel de ducha)<br /><br />Los huéspedes tendrá acceso a nevera, está prohibido cocinar y preparar comidas calientes<br /><br /><b>Guest access</b><br />Solo tendrán acceso a la habitación, baño y cocina para preparación de platos fríos. Las zonas comunes (salón y balcón) están prohibidas.<br /><br /><b>Other things to note</b><br />En casa vivo con 2 compañeras de piso y mi  perrito que es un enc",Monica,EIXAMPLE,41.39935,2.17331,2,2022-11-14,1,148,Nulo,0,Nulos-Ilegales,2,7.5
6020,https://www.airbnb.com/rooms/50320452,370718107,"Modern apartment with 2 bedrooms and 1 bathroom close by the Camp Nou and Sants train station<br /><br /><b>The space</b><br />Beautiful 2 bedroom apartment in a quiet area between Camp Nou stadium, Sants train station and the congress center la Fira Barcelona.  <br />100m from the Santa Eulàlia metro station, you will reach Plaza Cataluña and the Ramblas (without changing lines) in 10 minutes. <br />Completely renovated in 2020 this apartment is tastefully decorated. It consists of a living / dining room including a sofa, a Smart TV screen (Netflix) and a table for having breakfasts and meals. It has a balcony. <br />An open kitchen, functional and fully equipped (fridge, induction hob, oven, dishwasher, washing machine, Nespresso, toaster, kettle, etc.) <br />Two bedrooms and a bathroom. <br />The master bedroom has a Queen Size bed and the second has 2 single beds. A complete bathroom with shower. <br />Enjoy the superb roof terrace. Fully equipped to have a drink, your breakfasts o",Alexandre,SANTS-MONTJUÏC,41.37088,2.12917,1,2022-12-11,42,308,Nulo,0,Nulos-Ilegales,3,14.5
6040,https://www.airbnb.com/rooms/50569651,147170296,"Hello future guest!<br /><br />We are Marta and Noé, and we'd love to share with you our lovely apartment in Barcelona, less than 5 minutes walking from Parc Güell. <br /><br />We work in the tourism, so our objective is to make your stay as nice as possible, by providing our guests with the comfort you need, and helping you to enjoy the most of all the activities our beautiful city can offer.<br /><br />This is why we will be more than happy to recommend you the best places to visit  and guide you to move around the city.<br /><br /><b>The space</b><br />We offer a cozy, practical and full equipped apartment. You will have your own private room with a shared barthom (which will be only shared with us, the owners). In addition you will be able to use all the common areas. We both work out of home, so you will have quite a lot of privacy during your stay. <br /><br />The room has a double bed, a bookcase, big enough to leave your belongings, a mirror, a chair and foldable desk so you ca",Marta,GRÀCIA,41.411739349365234,2.149282932281494,1,2022-12-07,1,88,Nulo,0,Nulos-Ilegales,6,30.0
6232,https://www.airbnb.com/rooms/51418233,129000409,"Chic, light-filled and simple, Olala Collblanc Apartment offers stylish living in the heart of Hospitalet De Llobregat. A fusion of Scandinavian aesthetics and rustic warmth, the design is completed with modern decors and comfortable furniture.  Fitted with a comfortable living-dining area with a flat-screen TV, the apartment has 3 bedrooms, one with a double bed while the others with 1 single bed each, for a maximum capacity of 4 people.<br /><br /><b>The space</b><br />A post-industrial city with a long history, Hospitalet De Llobregat features vibrant contemporary art and authentic culture. An array of shops, gourmet restaurants & bars are moments away as well as good transport links to the rest of the city. To explore beyond Hospitalet De Llobregat and visit Barcelona’s iconic sites, the Collblanc and Badal metro stops are just 8 minutes' walk away.<br /><br />The 2 bathrooms come with showers and free toiletries. Fast Wi-Fi and air conditioning are provided, as well as all the kit",Olala Homes,LES CORTS,41.3763,2.12228,1,2022-10-03,28,361,Nulo,0,Nulos-Ilegales,4,20.0
6261,https://www.airbnb.com/rooms/51859822,419915152,"Este luminoso y acogedor apartamento de 37 m2 es perfecto para 3 personas. Tiene una cocina totalmente equipada y una zona de estar con un sofá cama y TV. Con sus techos abovedados catalanes, el diseño combina una decoración moderna con el encanto tradicional. La habitación tiene acceso a un balcón encantador. Está amueblada con una cama doble y un armario, e incluye un moderno baño con ducha, además de contar con una lavadora y una secadora.<br /><br /><b>The space</b><br />Calid ha recibido el sello WeRespect, por promover el turismo responsable y la convivencia positiva entre residentes y turistas.<br />Los encantadores apartamentos Calid están convenientemente ubicados muy cerca de la estación de metro de Santa Eulalia, haciendo que sea muy fácil llegar a Plaza España, a la Fuente Mágica de Montjuïc y a Plaza Cataluña. Todos los apartamentos tienen una cómoda cama doble, cocinas totalmente equipadas para preparar comidas caseras y una sala-comedor con TV. Calid alberga 3 tipos de a",Numa Calid,SANTS-MONTJUÏC,41.3737,2.12484,1,2022-12-06,2,305,Nulo,0,Nulos-Ilegales,3,14.5
6262,https://www.airbnb.com/rooms/51860055,419915152,"Este apartamento de 37 m2 se abre a un espacio que cuenta con una cocina totalmente equipada y un cómodo sofá. Con espacio para hasta dos (2) personas, la habitación también ofrece una habitación y una bonita terraza con mesa y sillas. La elegante habitación cuenta con una cama doble, un armario y un moderno baño con ducha. Los cálidos suelos de madera, los techos abovedados catalanes y las paredes de ladrillo visto dan al apartamento un ambiente acogedor.<br /><br /><b>The space</b><br />Calid ha recibido el sello WeRespect, por promover el turismo responsable y la convivencia positiva entre residentes y turistas.<br /><br />Los encantadores apartamentos Calid están convenientemente ubicados muy cerca de la estación de metro de Santa Eulalia, haciendo que sea muy fácil llegar a Plaza España, a la Fuente Mágica de Montjuïc y a Plaza Cataluña. Todos los apartamentos tienen una cómoda cama doble, cocinas totalmente equipadas para preparar comidas caseras y una sala-comedor con TV. Calid ",Numa Calid,SANTS-MONTJUÏC,41.37347,2.12534,1,2022-10-18,2,307,Nulo,0,Nulos-Ilegales,3,14.5
6410,https://www.airbnb.com/rooms/52257981,422537423,"Encantadora albergue,situado en el pintoresco barrio de gracia, consta de 4 habitaciones privada,cada una de ellas Con su baño privado.<br /><br />(baño privado no dentro de la habitación)<br /><br /><b>Guest access</b><br />consta de una cocina totalmente equipada y un comerdor muy grande para compartir.<br /><br /><b>Other things to note</b><br />taxa turística de 3,03€por noche por persona, abonar en el alojamiento.",Bedcelona Hostel,GRÀCIA,41.40809,2.16072,1,2022-12-03,1,354,Nulo,0,Nulos-Ilegales,6,30.0
6425,https://www.airbnb.com/rooms/52609086,55237972,New apartment designed and managed by a Barcelona Touch Apartments Superhost. Fully equipped and with amenities! You can see our evaluations to know what our guests think of their stay :). Located in one of the best communicated areas of Barcelona (metro and buses a few meters away). Supermarkets and restaurants less than 2 minutes on foot. 5 minutes from the Futbol Club Barcelona stadium. Parking on request and cost. License YWK0MM54W<br /><br /><b>The space</b><br />Modern design apartments are decorated with a lot of charm. Super functional and fully equipped with top brand appliances. Beds with high quality mattresses. Lots of natural light throughout the day. Sliding doors in bedrooms and bathroom. Spacious living room with dining table. Desk with lamp to work. Air conditioning and heat pump in all rooms.  WIFI and ethernet connections in all rooms. Smart TV with Netflix. <br /><br />Full accessibility compliance (apartment & building).<br /><br /><b>Guest access</b><br />On the r,Marta,LES CORTS,41.37643,2.11444,1,2022-11-21,1,94,Nulo,0,Nulos-Ilegales,4,20.0
6509,https://www.airbnb.com/rooms/53058680,426153201,"Welcome to HOTEL RADHA! This space is perfect for people looking to explore what Barcelona has to offer.Thought for guests who like the tranquility of a hotel with few rooms, just 10 minutes by car from the center of Barcelona and 20 by metro, in a landscaped area with wide avenues, next to Plaza Europa and in the economic district and business Gran Vía. <br /><br />This room has following features:<br /><br />Private bathroom<br />Free WIFI<br />Air conditioning<br />Heating<br />Hair dryer<br />Netflix free<br /><br /><b>Guest access</b><br />Si desea desayuno solicítelo en el Hotel directamente. Es un desayuno muy completo que incluye: zumo natural, bocadillo, pasta dulce y te/café. El coste es de 10 euros por persona.<br />El parking externo está a 100 m del hotel y tiene vigilancia 24 h y cuesta 6,5 euros las 24h (pago en el mismo parking).",Hotel Radha,SANTS-MONTJUÏC,41.35982,2.13374,1,2022-09-28,1,340,Nulo,0,Nulos-Ilegales,3,14.5
6803,https://www.airbnb.com/rooms/54138547,35123725,"L'ensemble du groupe bénéficiera d'un accès facile à tous les sites et commodités depuis ce logement central.<br /><br /><b>The space</b><br />Appartement près de la célèbre casa Fuster.<br /><br /><b>Guest access</b><br />accès salle de bain, cuisine, salon et chambre à coucher",Laura,GRÀCIA,41.39763,2.15889,1,2022-10-31,1,35,Nulo,0,Nulos-Ilegales,6,30.0
6832,https://www.airbnb.com/rooms/54224692,216599872,"Bonito, artístico y amplio apartamento en pleno centro de Barcelona. Acogedor, tranquilo. 75m2. Excelente ubicación. Calle amplia. <br />Wifi rápido. TV. Aire acondicionado y calefacción en los dos espacios.  Al ser un bajo pueden dejarse bicicletas o patinetes dentro del espacio. Rodeado de servicios y bares de moda supermercado y parking público de pago justo en frente. Dos cuartos de baño. Cerca del mar, de Les de centros comerciales, de museos y espacios de arte. Junto a la Filmoteca de Catalunya",Empara,CIUTAT VELLA,41.37938,2.16952,7,2022-10-09,2,313,Nulo,0,Nulos-Ilegales,1,2.5
6859,https://www.airbnb.com/rooms/553423391404352972,424102879,"Single single room in an apartment located in one of the best neighborhoods in Barcelona (Gracia). The building has an elevator. The apartment has 2 bedrooms (double and single), spacious, extremely bright, with plants and aquarium that provide a relaxing, cozy atmosphere and the simplicity of this quiet and central accommodation.<br /><br /><b>The space</b><br />The apartment has 2 bedrooms (one single and one double), 1 bathroom with a small bathtub, 1 kitchen with all the necessary utensils and a cozy living room with aquarium and dining table.<br /><br /><b>Guest access</b><br />Guests will have access to all areas of the apartment.<br /><br /><b>Other things to note</b><br />It is 900 meters (walking) from Parc Guell and 1.3 km (also walking) from Sagrada Familia. You will rent and you will not want to go back to your country!",Anderson,HORTA-GUINARDÓ,41.41077,2.16445,1,2022-11-23,2,270,Nulo,0,Nulos-Ilegales,7,38.0
6930,https://www.airbnb.com/rooms/544697245914484419,390203594,"** Since the apartment is rented for stays of more than one month, utilities are not included in the rent. The cost of these supplies (electricity, gas, and water) will be calculated according to consumption. We will ask you for a provision of funds, before your arrival, in the amount of 6€ per day and we will regularize the final amount once we have the corresponding invoices from the utility companies.<br /><br /><b>The space</b><br />Important: In response to Covid-19, this property has extended cleaning & disinfection measures & protocols to guarantee the safety of our guests<br>** Since the apartment is rented for stays of more than one month, utilities are not included in the rent. The cost of these supplies (electricity, gas, and water) will be calculated according to consumption. We will ask you for a provision of funds, before your arrival, in the amount of 6€ per day and we will regularize the final amount once we have the corresponding invoices from the utility companies. <b",Marketing Accommodation,LES CORTS,41.37582,2.12225,1,2022-06-23,12,355,Nulo,0,Nulos-Ilegales,4,20.0
6984,https://www.airbnb.com/rooms/560599745351699396,38033017,"Lovely room, very well located in Sants-Les Corts. Near all the services you'll need, 2 subway stops nearby and Sants Station in 10 min walking.<br /><br /><b>Guest access</b><br />Common areas are shared. You will have access to a fully equipped kitchen in case you want to prepare something, a bathroom, and a dining room where you can work if you wish.",Kevin,SANTS-MONTJUÏC,41.37987,2.13249,2,2022-11-21,1,63,Nulo,0,Nulos-Ilegales,3,14.5
7023,https://www.airbnb.com/rooms/567115487232461115,323926040,"Disfruta de la sencillez de este alojamiento tranquilo y céntrico.<br />Preciosa habitación en el centro de la ciudad. Dormitorio privado en apartamento compartido, a poca distancia a pie de LAS RAMBLAS, el mercado de la boqueria, Plaza Catalunya, la playa de la Barceloneta, el acuario y todas las atracciones del centro de la ciudad. La zona ofrece supermercados, todos los transportes públicos, metro línea verde Drassanes.<br />(La habitación se limpia en profundidad después de cada salida)",Wendy,CIUTAT VELLA,41.37915,2.17309,1,2022-11-12,1,346,Nulo,0,Nulos-Ilegales,1,2.5
7068,https://www.airbnb.com/rooms/576375374260150812,99645067,"There is a quiet, peaceful place to stay. Very close to metro station Monumental (1 min). Close to the Sagrada Familia (500m), the beach and trendy Nightclubs (1.7 km), passeo de Gracia ( about 1 km). Silence place. Very nice for family or couple. Towels and bed linen, wi-fi fibra, tv, air conditioning are included. Parking is on the next block (about 25 euro per day).   Place with elevator. Metro about 1 min by walk. See you soon.",Archie,EIXAMPLE,41.39989,2.18086,6,2022-09-02,2,32,Nulo,0,Nulos-Ilegales,2,7.5
7070,https://www.airbnb.com/rooms/568747356410636275,5144517,"This is in fact a 55m2 studio that is completely independent from the rest of the Apartment. Before the renovation it was a Cabaret.The studio has its own private entrance and you will have independent access to your own kitchen, bathroom, living room etc...<br /><br />The Studio is only connected to the rest of the apartment by a sealed door, so you won´t even hear any noise.<br />Studio is in Raval , the coolest, most hipster neighbourhood. Filled with bars, nightlife and teeming with people at all times.<br /><br /><b>The space</b><br />Please note this is not a luxury stay just a very centrally located studio. Building is old.  Apartment is on a ground floor so its darker and more humid than a regular apartment. Raval can be a noisy neighbourhood and is not for everyone, its the red light district of the city so double check before you book.<br /><br /><b>Guest access</b><br />Ground floor apartment in a busy area.<br /><br /><b>Other things to note</b><br />Apartment is not as bri",Fernando Swindontravelers,CIUTAT VELLA,41.37924,2.17504,4,2022-11-06,3,90,Nulo,0,Nulos-Ilegales,1,2.5
7078,https://www.airbnb.com/rooms/569621522767182092,852613,"A dos minutos de Las Ramblas, en el corazón del barrio Gótico de Barcelona",Helena,CIUTAT VELLA,41.38193,2.17653,2,2022-10-09,6,78,Nulo,0,Nulos-Ilegales,1,2.5
7128,https://www.airbnb.com/rooms/585290374006298514,424102879,"Apartment located in one of the best neighborhoods of Barcelona (Gracia). The building has an elevator. The apartment has 2 bedrooms (double and single), spacious, extremely bright, with plants and aquarium that provide a relaxing, cozy atmosphere and the simplicity of this quiet and central accommodation.<br /><br /><b>The space</b><br />The apartment has 2 bedrooms (one single and one double), 1 bathroom with a small bathtub, 1 kitchen with all the necessary utensils and a cozy living room with aquarium and dining table.<br /><br /><b>Guest access</b><br />Guests will have access to all areas of the apartment.",Anderson,HORTA-GUINARDÓ,41.411888,2.163471,2,2022-10-30,2,263,Nulo,0,Nulos-Ilegales,7,38.0
7238,https://www.airbnb.com/rooms/601903490597638816,6355311,""" Sacred Key Apartment "" is a place for calm travelers who seek tranquility. Located just 1 minute from the metro station that connects directly with center City & Airport. <br />Equipped with everything you need for a pleasant and unforgettable stay. <br />Shampoo, bath gel, sheets bed, towels, A.C, Wi-Fi<br />...it's the least we offer you,  and environment of total peace.<br />Located in a quiet area, surrounded by local restaurants and shops.<br />My greatest wish is your happiness in my place, in my great city !!!",Laz,LES CORTS,41.37621,2.11639,5,2022-11-06,1,69,Nulo,0,Nulos-Ilegales,4,20.0
7255,https://www.airbnb.com/rooms/593887408079671548,1391607,"Apartment for 4 persons situated on the most exclusive location of the city, next to the Plaza de Cataluña.<br /><br /><b>The space</b><br />POSSIBLE ADDITIONAL CHARGES: <br />-CHECK-IN BETWEEN 18:00 – 23:00 (DURING WEEK DAYS) 30€<br />-WEEK-ENDS OR BANK HOLIDAY: 30€ (UNTIL 23:00)<br />-CHECK-IN BETWEEN 23:00 – 1:00 IN THE MORNING (ANY DAY): 50€<br />-SECURITY BOX: LOCATED IN C/VALENCIA 182 (ALWAYS FREE OF CHARGE)<br /><br />Tourist tax: 4€/night<br /><br /><b>Guest access</b><br />The Guests will have access to the entire apartment.",Aline I Andrea,EIXAMPLE,41.39026,2.16645,3,2022-11-13,100,269,Nulo,0,Nulos-Ilegales,2,7.5
7305,https://www.airbnb.com/rooms/612312631984786535,748842,"We have a large converted loft/apartment ideal for long term stays, for living and working. It’s located in Barcelona, 3 blocks away from the beach and 15 min away (by bike or metro) from the old city center and Sagrada Familia in the Poblenou neighborhood (an up and coming designer, tech, university and office area). It has a large king sized double bed and two extra double sofa beds so it can comfortable sleep up to 6 adults and children.",Mauricio,SANT MARTÍ,41.39528,2.20013,21,2022-10-16,1,343,Nulo,0,Nulos-Ilegales,10,68.5
7410,https://www.airbnb.com/rooms/617735437155319291,444588403,Inglés<br /><br />Español<br /><br />Acogedora habitación en un gran piso compartido con una cama doble y una individual para 3 personas. En el apartamento hay dos cuartos de baño reformados con estilo y una cocina totalmente equipada que también se puede utilizar como sala de estar. El apartamento se encuentra a 5 minutos andando de la Plaza España ya 1 minuto de la estación de metro. Te llevará 8 minutos caminar hasta la calle más popular (La Rambla y el Barrio Gótico) donde puedes encontrar restaurantes y mas.,David,SANTS-MONTJUÏC,41.37452,2.16607,2,2022-11-27,1,77,Nulo,0,Nulos-Ilegales,3,14.5
7459,https://www.airbnb.com/rooms/628671677824859108,295981479,"Gracias a la ubicación céntrica de este alojamiento, tú y los tuyos lo tendréis todo a mano.❤️<br /><br /><b>The space</b><br />an amazing and bright room with two balconies in the centre of Barcelona, just a few minutes walk from the Barceloneta metro station and with great options for transport, work, and education. The apartment has great roommates who are kind and always helpful whenever you might need it, and due to the large size of the room you will also be able to have your own space within the apartment. The apartment has a cat who is very social and friendly, and appreciates lots of love and care from anybody.",Jazmín,CIUTAT VELLA,41.38333,2.1836,1,2022-11-14,1,361,Nulo,0,Nulos-Ilegales,1,2.5
7462,https://www.airbnb.com/rooms/623517730734825829,246996683,"This beautiful apartment is located in the center of Barcelona, in the neighbourhood El Borne. It’s close to all the best attractions, 3 minutes to Parc de la Ciutadella and 5 minutes to Port Vell and beach Barceloneta! The greatest restaurants and bars are just outside the door, like the metro station.<br />The room is private, and only the common areas is shared with hosts.<br /><br /><b>The space</b><br />Private room in shared apartment, big common areas and lovely location in the center of Barcelona",Vilma,CIUTAT VELLA,41.38404303871836,2.181463431707425,4,2022-12-05,1,170,Nulo,0,Nulos-Ilegales,1,2.5
7492,https://www.airbnb.com/rooms/619410594507682760,457413961,Olvídate de las preocupaciones en este gran alojamiento: ¡es un oasis de tranquilidad!,J.Maria,SANT MARTÍ,41.39937,2.18908,2,2022-11-17,1,200,Nulo,0,Nulos-Ilegales,10,68.5
7534,https://www.airbnb.com/rooms/626076381151431634,15228103,"Bonito piso reformado situado a 15min en metro de plaza Cataluña y 20min en bus de la playa. Tengo la línea roja y azul a proximidad, lo que permite desplazarse con facilidad por la ciudad.<br /> Importante: tengo 2 gatitas viviendo en el piso, prefiero avisar por si alguien tiene alergia :)<br /><br />Nice renovated flat located 15min by metro from plaza Cataluña and 20min by bus from the beach.<br />Important: I have two cats living in the flat, I prefer to notify it in case someone has an allergy :)",Iria,SANT MARTÍ,41.41277,2.18454,3,2022-11-07,1,78,Nulo,0,Nulos-Ilegales,10,68.5
7543,https://www.airbnb.com/rooms/631121894789159639,39188196,Disfruta de la sencillez de este alojamiento tranquilo y céntrico.,Sam,SANTS-MONTJUÏC,41.363979,2.1399,2,2022-11-01,1,71,Nulo,0,Nulos-Ilegales,3,14.5
7598,https://www.airbnb.com/rooms/639073725077274494,54631097,Acogedora habitación simple a 5 minutos caminando de Passeig de Gracia y Universitat y también a 10 min de plaza Cataluña.<br />Con acceso a terraza para disfrutar de un café o un momento de lectura. <br />Dispone de un baño con ducha y un aseo.,Noelia,EIXAMPLE,41.3858,2.15839,2,2022-11-07,1,51,Nulo,0,Nulos-Ilegales,2,7.5
7670,https://www.airbnb.com/rooms/636284084315016616,461265628,"Disfruta de la sencillez de este alojamiento tranquilo y céntrico. a 60 metros de la parada De metro MONUMENTAL.<br />también a 5 minutos caminando de la SAGRADA FAMILIA, donde está la línea azul de metro.<br />la habitación dispone de sábanas toalla, un velador y un armario para guardar la ropa.",Ignacio Javier,EIXAMPLE,41.399593,2.178972,2,2022-12-03,2,344,Nulo,0,Nulos-Ilegales,2,7.5
7692,https://www.airbnb.com/rooms/644794654980045197,2035622,"Don't miss your chance to live like a local near the beach and next to the city centre simultaneously! I offer an extensive and luminous apartment with two bedrooms and much space for up to 4 persons (sitting room and balcony). Although you´ll be in a tourist area, our street is tranquil at night. The Barceloneta, the barrio, is the best one in Barcelona, thanks to its authentic ambience. You will love bakeries, seafood restaurants, coffee shops and squares here.<br /><br /><b>The space</b><br />What you will find in the apartment:<br />1.	One big bedroom with a large window, wardrobe and a chest of drawers <br />2.	One inner and a smaller bedroom with a window, wardrobe and a chest of drawers<br />3.	A bathroom <br />4.	Huge sitting room with a balcony, sofa, desk, dining table<br />5.	Well-equipped kitchen with everything you need for breakfast and lunch. <br />6.	Towels, bedclothes, hair dryer<br /><br /><b>Other things to note</b><br />The nearest subway station is Barceloneta. The",Michael,CIUTAT VELLA,41.38050147706345,2.1892262929850124,5,2022-11-19,1,56,Nulo,0,Nulos-Ilegales,1,2.5
7695,https://www.airbnb.com/rooms/644657082535794047,85992007,Disfruta de una experiencia de lujo en este céntrico alojamiento.,Karlitos,SANTS-MONTJUÏC,41.38412,2.14199,1,2022-10-26,1,89,Nulo,0,Nulos-Ilegales,3,14.5
7699,https://www.airbnb.com/rooms/637529350254259653,144259355,Diviértete con toda la familia en este alojamiento con estilo.,Dmytro,SANTS-MONTJUÏC,41.3723,2.12695,3,2022-10-17,5,61,Nulo,0,Nulos-Ilegales,3,14.5
7701,https://www.airbnb.com/rooms/649810253083400919,464379260,"Siamo due ragazze, italiana e brasiliana, affittiamo una stanza del nostro alloggio in posizione centrale a barcellona.<br />Casa nostra è un luogo tranquillo e amichevole.<br />In questa piattaforma questo alloggio è nuovo perché sto iniziando appena per questo la mancanza di commenti :)<br /><br /><b>The space</b><br />La casa fornisce la stanza dell'ospite, fornita di letto, armadio e scrivania. La cucina di cui non ne diamo la completa disponibilità, quindi per colazioni, il salotto con tavolo, divano e tv, e per i fumatori il balcone.<br /><br /><b>Guest access</b><br />gli ospiti potrebbero usare la propria stanza, il bagno, la cucina per colazione e piccoli pasti veloci e per occasioni il salotto e il balcone",Virginia,EIXAMPLE,41.4039,2.1779,1,2022-12-09,1,329,Nulo,0,Nulos-Ilegales,2,7.5
7738,https://www.airbnb.com/rooms/651135344630309129,321273659,"Esta fantástica habitación tiene luz, con mucha tranquilidad, espaciosa.",Liubov,SARRIÀ-SANT GERVASI,41.39695,2.13312,2,2022-09-30,2,142,Nulo,0,Nulos-Ilegales,5,24.5
7741,https://www.airbnb.com/rooms/646408495441585658,463598396,"Disfruta de la sencillez de este alojamiento tranquilo y céntrico.<br /><br /><b>The space</b><br />Nuestro apartamento es amplio y compartimos entre 4 amigos y Luna una gatita muy amigable! Nos sentimos como en familia, somos  jóvenes, dinámicos y divertidos.<br /><br /><b>Guest access</b><br />Se comparte zonas comunes la cocina, baños y comedor.<br /><br /><b>Other things to note</b><br />Tenemos una mascota, un gato.",Ras,GRÀCIA,41.40669,2.16102,2,2022-12-07,1,146,Nulo,0,Nulos-Ilegales,6,30.0
7806,https://www.airbnb.com/rooms/658067708639676262,14324925,,Chiara,CIUTAT VELLA,41.37776,2.17086,2,2022-11-20,1,90,Nulo,0,Nulos-Ilegales,1,2.5
7807,https://www.airbnb.com/rooms/653525678139155147,465198037,"La habitación es muy acogedora, tiene salida al balcón y aire condicionado. Tiene una cama doble, ropero, una mesita de escritorio con silla y espejo. Dispondréis de ropa de cama y toallas. Se encuentra en Sants, un barrio tranquilo y bien comunicado por 2 lineas de metro, bus  y Bicing. <br />El piso dispone de internet de alta velocidad, smart TV,  balcón, cocina americana y aire condicionado.",Fernanda,SANTS-MONTJUÏC,41.37567,2.13155,1,2022-10-30,1,91,Nulo,0,Nulos-Ilegales,3,14.5
7819,https://www.airbnb.com/rooms/649701432422309214,852613,"Very simple but cozy bedroom for two, balcony over one of the oldest streets of the Borne neighborhood.",Helena,CIUTAT VELLA,41.38366,2.18431,3,2022-11-21,6,46,Nulo,0,Nulos-Ilegales,1,2.5
7824,https://www.airbnb.com/rooms/654113436647088627,465339131,Disfruta del fácil acceso a todo desde este alojamiento perfectamente ubicado.<br /><br /><b>Other things to note</b><br />Disfruta de la excelente ubicación. Este apartamento te queda cerca a todo !!,Luz Piedad,SANTS-MONTJUÏC,41.37338,2.15489,2,2022-11-09,1,22,Nulo,0,Nulos-Ilegales,3,14.5
7847,https://www.airbnb.com/rooms/660069575596184489,406925898,"I also offer this nice room with its own city views.<br /><br />Outside lies one of the historical, flourishing, and somewhat prestigious spots of the centric district.<br /><br />Connection to all parts of Barcelona is well-established.<br /><br />I love to introduce Barcelona backgrounds and enjoy pleasant encounters.<br /><br /><b>The space</b><br />You will find a nice building and renovated flat. You enjoy the feel of relaxing disconnect from the bubbling city in upper floors, quality interiors, and foremost in a miraculous location.<br /><br />The room has an awesome balcony and comes with AC.<br /><br />Furniture is a comfortably endowed kingsize bed on typical local bedstructure <br />(""tapizada""). <br /><br />There are a small table, nice chair, cozy lamp, curtains and cupboard in the room.<br /><br />Towels are included and fresh handed out on demand.<br /><br />Desk is optional if you wish.<br /><br /><br />PLEASE NOTE: <br />By house rules, I care for sound-awareness.<br />",Michael,SANT MARTÍ,41.40859,2.18134,1,2022-11-17,2,47,Nulo,0,Nulos-Ilegales,10,68.5
7945,https://www.airbnb.com/rooms/668715981676405787,188525468,Olvídate de las preocupaciones en este gran alojamiento: ¡es un oasis de tranquilidad!,Mimi,SANT MARTÍ,41.4115445,2.216685,2,2022-11-24,1,351,Nulo,0,Nulos-Ilegales,10,68.5
7958,https://www.airbnb.com/rooms/669414866614313174,1391607,"Beautiful apartment for 4 people situated in Eixample district. <br /><br />HUTB-002409<br /><br /><b>The space</b><br />It has two double bedrooms, a bathroom with bathtub, an open plan kitchen open to the living room and two balconies. <br />It has a washing machine, internet connection and air conditioning. <br />It is located in the centre of Barcelona, which allows you to visit all the places of interest, and the Universitat metro station (L3, L5) is a 5 minute walk away.<br /><br /><b>Other things to note</b><br />-BOOKING CONDITIONS: <br />To be paid during the arrival (not included in the final price):<br />Compulsory tourist tax: 4€/person/night. Children under 16 years old do not pay the tax. <br /><br /><br />During check-in you will have to provide us with a valid ID card or passport of the guests. <br />-POSSIBLE ADDITIONAL CHARGES: <br />POSSIBLE ADDITIONAL CHARGES: <br />-CHECK-IN BETWEEN 18:00 – 23:00 (DURING WEEK DAYS) 30€<br />-WEEK-ENDS OR BANK HOLIDAY: 30€ (UNTIL 23",Aline I Andrea,EIXAMPLE,41.38461608042424,2.1625341082477925,3,2022-11-24,100,275,Nulo,0,Nulos-Ilegales,2,7.5
8007,https://www.airbnb.com/rooms/666353556738339950,1391607,"Newly refurbished apartment for 6 persons situated in the famous district Eixample derecho.<br /><br />HUTB-011194<br /><br /><b>The space</b><br />The flat has 3 double bedrooms, bathroom with shower, fully equipped American kitchen and a sunny living room.<br /><br />Around the apartment you will find every necessary shop like supermarkets, a local market (Mercat de la Concepció just 5 minutes’ walk) as well as typical bars and restaurants.<br /><br />Furthermore, it is situated just 10 minutes’ walk from Arco de Triunfo and Sagrada Familia and 20 minutes from the Plaza Cataluña and la Rambla.<br /><br />The apartment is equipped with air conditioning, heating, washing machine and free Wi-Fi.<br /><br />The closest metro stations are Girona (L4) which connects directly to the beaches of Barcelona and Verdaguer (L5) from where you can reach the Parque Guell in less than 20 minutes.<br /><br />POSSIBLE ADDITIONAL CHARGES: <br />-CHECK-IN BETWEEN 18:00 – 23:00 (DURING WEEK DAYS) 30€<br ",Aline I Andrea,EIXAMPLE,41.3982659,2.1725605,3,2022-12-07,100,277,Nulo,0,Nulos-Ilegales,2,7.5
